"date_dt","c_agent","contract","doc","division","frc","nom_g","div_frc","nom_frc","amount"
2025-01-31 13:56:00.000,АМР АО,Договор №АТП-П 150/15 от 25.05.15г.,"Реализация (акт, накладная, УПД) 00БП-000042 от 31.01.2025 13:56:35","08 АО ""Алюминий Металлург Рус""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,34748.89
2025-01-31 13:56:00.000,АМР АО,Договор №АТП-П 150/15 от 25.05.15г.,"Реализация (акт, накладная, УПД) 00БП-000042 от 31.01.2025 13:56:35","08 АО ""Алюминий Металлург Рус""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,2221.48
2025-01-31 13:56:00.000,АМР АО,Договор №АТП-П 150/15 от 25.05.15г.,"Реализация (акт, накладная, УПД) 00БП-000042 от 31.01.2025 13:56:35","08 АО ""Алюминий Металлург Рус""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,14046.9
2025-01-31 13:56:00.000,АМР АО,Договор №АТП-П 150/15 от 25.05.15г.,"Реализация (акт, накладная, УПД) 00БП-000042 от 31.01.2025 13:56:35","08 АО ""Алюминий Металлург Рус""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,8838
2025-01-31 13:56:00.000,АМР АО,Договор №АТП-П 150/15 от 25.05.15г.,"Реализация (акт, накладная, УПД) 00БП-000042 от 31.01.2025 13:56:35","08 АО ""Алюминий Металлург Рус""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,109816.45
2025-01-31 13:56:00.000,АМР АО,Договор №АТП-П 150/15 от 25.05.15г.,"Реализация (акт, накладная, УПД) 00БП-000042 от 31.01.2025 13:56:35","08 АО ""Алюминий Металлург Рус""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,23680.28
2025-01-31 13:56:00.000,АМР АО,Договор №АТП-П 150/15 от 25.05.15г.,"Реализация (акт, накладная, УПД) 00БП-000042 от 31.01.2025 13:56:35","08 АО ""Алюминий Металлург Рус""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,36880.13
2025-01-31 13:56:00.000,АМР АО,Договор №АТП-П 150/15 от 25.05.15г.,"Реализация (акт, накладная, УПД) 00БП-000042 от 31.01.2025 13:56:35","08 АО ""Алюминий Металлург Рус""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,802503.35
2025-01-31 13:56:00.000,АМР АО,Договор №АТП-П 150/15 от 25.05.15г.,"Реализация (акт, накладная, УПД) 00БП-000042 от 31.01.2025 13:56:35","08 АО ""Алюминий Металлург Рус""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,198672.92
2025-01-31 13:56:00.000,АМР АО,Договор №АТП-П 150/15 от 25.05.15г.,"Реализация (акт, накладная, УПД) 00БП-000042 от 31.01.2025 13:56:35","08 АО ""Алюминий Металлург Рус""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,4582.13
2025-01-31 13:56:00.000,АМР АО,Договор №АТП-П 150/15 от 25.05.15г.,"Реализация (акт, накладная, УПД) 00БП-000042 от 31.01.2025 13:56:35","08 АО ""Алюминий Металлург Рус""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,11993.22
2025-01-31 13:56:00.000,АМР АО,Договор №АТП-П 150/15 от 25.05.15г.,"Реализация (акт, накладная, УПД) 00БП-000042 от 31.01.2025 13:56:35","08 АО ""Алюминий Металлург Рус""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,402877.42
2025-01-31 13:56:00.000,АМР АО,Договор №АТП-П 150/15 от 25.05.15г.,"Реализация (акт, накладная, УПД) 00БП-000042 от 31.01.2025 13:56:35","08 АО ""Алюминий Металлург Рус""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,16234.85
2025-01-31 13:56:00.000,ЧМК ПАО,Договор №АТП-П 231/17 от 08.11.16г.,"Реализация (акт, накладная, УПД) 00БП-000043 от 31.01.2025 13:56:36","00 Уральское региональное техническое представительство (УРТП)",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,718814.69
2025-01-31 13:56:00.000,ЧМК ПАО,Договор №АТП-П 231/17 от 08.11.16г.,"Реализация (акт, накладная, УПД) 00БП-000043 от 31.01.2025 13:56:36","00 Уральское региональное техническое представительство (УРТП)",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,63868.76
2025-01-31 13:56:00.000,ЧМК ПАО,Договор №АТП-П 231/17 от 08.11.16г.,"Реализация (акт, накладная, УПД) 00БП-000043 от 31.01.2025 13:56:36","00 Уральское региональное техническое представительство (УРТП)",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,178463.33
2025-01-31 13:56:00.000,ЗМЗ ООО,Договор №АТП-П 313/19 от 30.12.19г.,"Реализация (акт, накладная, УПД) 00БП-000059 от 31.01.2025 13:56:52","06 АО ""Златоустовский электрометаллургический завод""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,505349.2
2025-01-31 13:56:00.000,ЗМЗ ООО,Договор №АТП-П 313/19 от 30.12.19г.,"Реализация (акт, накладная, УПД) 00БП-000059 от 31.01.2025 13:56:52","06 АО ""Златоустовский электрометаллургический завод""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,377467
2025-01-31 13:56:00.000,ЗМЗ ООО,Договор №АТП-П 313/19 от 30.12.19г.,"Реализация (акт, накладная, УПД) 00БП-000059 от 31.01.2025 13:56:52","06 АО ""Златоустовский электрометаллургический завод""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,179492.6
2025-01-31 13:56:00.000,ЗМЗ ООО,Договор №АТП-П 313/19 от 30.12.19г.,"Реализация (акт, накладная, УПД) 00БП-000059 от 31.01.2025 13:56:52","06 АО ""Златоустовский электрометаллургический завод""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,181471
2025-01-31 13:56:00.000,ЗМЗ ООО,Договор №АТП-П 313/19 от 30.12.19г.,"Реализация (акт, накладная, УПД) 00БП-000059 от 31.01.2025 13:56:52","06 АО ""Златоустовский электрометаллургический завод""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,88645.76
2025-01-31 13:56:00.000,ЗМЗ ООО,Договор №АТП-П 313/19 от 30.12.19г.,"Реализация (акт, накладная, УПД) 00БП-000059 от 31.01.2025 13:56:52","06 АО ""Златоустовский электрометаллургический завод""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,65013
2025-01-31 13:56:00.000,ЗМЗ ООО,Договор №АТП-П 313/19 от 30.12.19г.,"Реализация (акт, накладная, УПД) 00БП-000059 от 31.01.2025 13:56:52","06 АО ""Златоустовский электрометаллургический завод""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,2341.35
2025-01-31 13:56:00.000,ПЕТРОСТАЛЬ МЗ АО,Договор №АТП-П 359/21 от 23.04.21г.,"Реализация (акт, накладная, УПД) 00БП-000057 от 31.01.2025 13:56:50","00 Северо-Западное региональное техническое представительство",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,219606
2025-01-31 13:56:00.000,ПЕТРОСТАЛЬ МЗ АО,Договор №АТП-П 359/21 от 23.04.21г.,"Реализация (акт, накладная, УПД) 00БП-000057 от 31.01.2025 13:56:50","00 Северо-Западное региональное техническое представительство",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,98174.1
2025-01-31 13:56:00.000,ПЕТРОСТАЛЬ МЗ АО,Договор №АТП-П 359/21 от 23.04.21г.,"Реализация (акт, накладная, УПД) 00БП-000057 от 31.01.2025 13:56:50","00 Северо-Западное региональное техническое представительство",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,327960.6
2025-01-31 13:56:00.000,ПЕТРОСТАЛЬ МЗ АО,Договор №АТП-П 359/21 от 23.04.21г.,"Реализация (акт, накладная, УПД) 00БП-000057 от 31.01.2025 13:56:50","00 Северо-Западное региональное техническое представительство",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,83959.95
2025-01-31 13:56:00.000,ПЕТРОСТАЛЬ МЗ АО,Договор №АТП-П 359/21 от 23.04.21г.,"Реализация (акт, накладная, УПД) 00БП-000057 от 31.01.2025 13:56:50","00 Северо-Западное региональное техническое представительство",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,3931.2
2025-01-31 13:56:00.000,ПЕТРОСТАЛЬ МЗ АО,Договор №АТП-П 359/21 от 23.04.21г.,"Реализация (акт, накладная, УПД) 00БП-000057 от 31.01.2025 13:56:50","00 Северо-Западное региональное техническое представительство",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,208751.82
2025-01-31 13:56:00.000,ЗМЗ ООО,Договор №АТП-П 313/19 от 30.12.19г.,"Реализация (акт, накладная, УПД) 00БП-000059 от 31.01.2025 13:56:52","06 АО ""Златоустовский электрометаллургический завод""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,1392
2025-01-31 13:56:00.000,ЗМЗ ООО,Договор №АТП-П 313/19 от 30.12.19г.,"Реализация (акт, накладная, УПД) 00БП-000059 от 31.01.2025 13:56:52","06 АО ""Златоустовский электрометаллургический завод""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,1272.96
2025-01-31 13:56:00.000,ЗМЗ ООО,Договор №АТП-П 313/19 от 30.12.19г.,"Реализация (акт, накладная, УПД) 00БП-000059 от 31.01.2025 13:56:52","06 АО ""Златоустовский электрометаллургический завод""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,15562
2025-01-31 13:56:00.000,ЗМЗ ООО,Договор №АТП-П 313/19 от 30.12.19г.,"Реализация (акт, накладная, УПД) 00БП-000059 от 31.01.2025 13:56:52","06 АО ""Златоустовский электрометаллургический завод""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,58887.2
2025-01-31 13:56:00.000,ЗМЗ ООО,Договор №АТП-П 313/19 от 30.12.19г.,"Реализация (акт, накладная, УПД) 00БП-000059 от 31.01.2025 13:56:52","06 АО ""Златоустовский электрометаллургический завод""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,2271531.97
2025-01-31 13:56:00.000,ЗМЗ ООО,Договор №АТП-П 313/19 от 30.12.19г.,"Реализация (акт, накладная, УПД) 00БП-000059 от 31.01.2025 13:56:52","06 АО ""Златоустовский электрометаллургический завод""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,5670
2025-01-31 13:56:00.000,ЗМЗ ООО,Договор №АТП-П 313/19 от 30.12.19г.,"Реализация (акт, накладная, УПД) 00БП-000059 от 31.01.2025 13:56:52","06 АО ""Златоустовский электрометаллургический завод""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,47441.5
2025-01-31 13:56:00.000,ЗМЗ ООО,Договор №АТП-П 313/19 от 30.12.19г.,"Реализация (акт, накладная, УПД) 00БП-000059 от 31.01.2025 13:56:52","06 АО ""Златоустовский электрометаллургический завод""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,392116.7
2025-01-31 13:56:00.000,ЗМЗ ООО,Договор №АТП-П 313/19 от 30.12.19г.,"Реализация (акт, накладная, УПД) 00БП-000059 от 31.01.2025 13:56:52","06 АО ""Златоустовский электрометаллургический завод""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,20799
2025-01-31 13:56:00.000,ЗМЗ ООО,Договор №АТП-П 313/19 от 30.12.19г.,"Реализация (акт, накладная, УПД) 00БП-000059 от 31.01.2025 13:56:52","06 АО ""Златоустовский электрометаллургический завод""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,42387.6
2025-01-31 13:56:00.000,ВСМПО-АВИСМА КОРПОРАЦИЯ ПАО,Договор №АТП-П 025/13 от 27.11.12г.,"Реализация (акт, накладная, УПД) 00БП-000060 от 31.01.2025 13:56:53","13 ПАО ""Корпорация ВСМПО-АВИСМА""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,22788655.07
2025-01-31 13:56:00.000,ЗМЗ ООО,Договор №АТП-П 313/19 от 30.12.19г.,"Реализация (акт, накладная, УПД) 00БП-000059 от 31.01.2025 13:56:52","06 АО ""Златоустовский электрометаллургический завод""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,170.2
2025-01-31 13:56:00.000,ЗМЗ ООО,Договор №АТП-П 313/19 от 30.12.19г.,"Реализация (акт, накладная, УПД) 00БП-000059 от 31.01.2025 13:56:52","06 АО ""Златоустовский электрометаллургический завод""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,38985.1
2025-01-31 13:56:00.000,ЗМЗ ООО,Договор №АТП-П 313/19 от 30.12.19г.,"Реализация (акт, накладная, УПД) 00БП-000059 от 31.01.2025 13:56:52","06 АО ""Златоустовский электрометаллургический завод""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,24747.7
2025-01-31 13:56:00.000,ЗМЗ ООО,Договор №АТП-П 313/19 от 30.12.19г.,"Реализация (акт, накладная, УПД) 00БП-000059 от 31.01.2025 13:56:52","06 АО ""Златоустовский электрометаллургический завод""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,74199.85
2025-01-31 13:56:00.000,ЗМЗ ООО,Договор №АТП-П 313/19 от 30.12.19г.,"Реализация (акт, накладная, УПД) 00БП-000059 от 31.01.2025 13:56:52","06 АО ""Златоустовский электрометаллургический завод""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,11476
2025-01-31 13:56:00.000,ЗМЗ ООО,Договор №АТП-П 313/19 от 30.12.19г.,"Реализация (акт, накладная, УПД) 00БП-000059 от 31.01.2025 13:56:52","06 АО ""Златоустовский электрометаллургический завод""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,19530
2025-01-31 13:56:00.000,ЗМЗ ООО,Договор №АТП-П 313/19 от 30.12.19г.,"Реализация (акт, накладная, УПД) 00БП-000059 от 31.01.2025 13:56:52","06 АО ""Златоустовский электрометаллургический завод""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,11160
2025-01-31 13:56:00.000,ЗМЗ ООО,Договор №АТП-П 313/19 от 30.12.19г.,"Реализация (акт, накладная, УПД) 00БП-000059 от 31.01.2025 13:56:52","06 АО ""Златоустовский электрометаллургический завод""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,2961.6
2025-01-31 13:56:00.000,ЗМЗ ООО,Договор №АТП-П 313/19 от 30.12.19г.,"Реализация (акт, накладная, УПД) 00БП-000059 от 31.01.2025 13:56:52","06 АО ""Златоустовский электрометаллургический завод""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,55961
2025-01-31 13:56:00.000,ЗМЗ ООО,Договор №АТП-П 313/19 от 30.12.19г.,"Реализация (акт, накладная, УПД) 00БП-000059 от 31.01.2025 13:56:52","06 АО ""Златоустовский электрометаллургический завод""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,32612.81
2025-01-31 13:56:00.000,ЗМЗ ООО,Договор №АТП-П 313/19 от 30.12.19г.,"Реализация (акт, накладная, УПД) 00БП-000059 от 31.01.2025 13:56:52","06 АО ""Златоустовский электрометаллургический завод""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,16895.97
2025-01-31 13:56:00.000,ЗМЗ ООО,Договор №АТП-П 313/19 от 30.12.19г.,"Реализация (акт, накладная, УПД) 00БП-000059 от 31.01.2025 13:56:52","06 АО ""Златоустовский электрометаллургический завод""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,122014.27
2025-01-31 13:56:00.000,ЗМЗ ООО,Договор №АТП-П 313/19 от 30.12.19г.,"Реализация (акт, накладная, УПД) 00БП-000059 от 31.01.2025 13:56:52","06 АО ""Златоустовский электрометаллургический завод""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,674509.3
2025-01-31 13:56:00.000,ЗМЗ ООО,Договор №АТП-П 313/19 от 30.12.19г.,"Реализация (акт, накладная, УПД) 00БП-000059 от 31.01.2025 13:56:52","06 АО ""Златоустовский электрометаллургический завод""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,9240
2025-01-31 13:56:00.000,ЗМЗ ООО,Договор №АТП-П 313/19 от 30.12.19г.,"Реализация (акт, накладная, УПД) 00БП-000059 от 31.01.2025 13:56:52","06 АО ""Златоустовский электрометаллургический завод""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,7995
2025-01-31 13:56:00.000,ЗМЗ ООО,Договор №АТП-П 313/19 от 30.12.19г.,"Реализация (акт, накладная, УПД) 00БП-000059 от 31.01.2025 13:56:52","06 АО ""Златоустовский электрометаллургический завод""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,42475.4
2025-01-31 13:56:00.000,ЗМЗ ООО,Договор №АТП-П 313/19 от 30.12.19г.,"Реализация (акт, накладная, УПД) 00БП-000059 от 31.01.2025 13:56:52","06 АО ""Златоустовский электрометаллургический завод""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,47122.6
2025-01-31 13:56:00.000,ЗМЗ ООО,Договор №АТП-П 313/19 от 30.12.19г.,"Реализация (акт, накладная, УПД) 00БП-000059 от 31.01.2025 13:56:52","06 АО ""Златоустовский электрометаллургический завод""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,441367.97
2025-01-31 13:56:00.000,ЗМЗ ООО,Договор №АТП-П 313/19 от 30.12.19г.,"Реализация (акт, накладная, УПД) 00БП-000059 от 31.01.2025 13:56:52","06 АО ""Златоустовский электрометаллургический завод""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,136987.3
2025-01-31 13:56:00.000,ЗМЗ ООО,Договор №АТП-П 313/19 от 30.12.19г.,"Реализация (акт, накладная, УПД) 00БП-000059 от 31.01.2025 13:56:52","06 АО ""Златоустовский электрометаллургический завод""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,348863.5
2025-01-31 13:56:00.000,ЗМЗ ООО,Договор №АТП-П 313/19 от 30.12.19г.,"Реализация (акт, накладная, УПД) 00БП-000059 от 31.01.2025 13:56:52","06 АО ""Златоустовский электрометаллургический завод""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,25895.35
2025-01-31 13:56:00.000,НАДЕЖДИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД ПАО,Договор №АТП-П 092/14 от 30.09.13г.,"Реализация (акт, накладная, УПД) 00БП-000037 от 31.01.2025 13:56:30","03 ПАО ""Надеждинский металлургический завод""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,1357105.12
2025-01-31 13:56:00.000,НАДЕЖДИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД ПАО,Договор №АТП-П 092/14 от 30.09.13г.,"Реализация (акт, накладная, УПД) 00БП-000037 от 31.01.2025 13:56:30","03 ПАО ""Надеждинский металлургический завод""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,7284.59
2025-01-31 13:56:00.000,ЗАВОД СПЕЦПЛАСТИНА АО,Договор №АТП-П 399/22 от 29.12.22г.,"Реализация (акт, накладная, УПД) 00БП-000058 от 31.01.2025 13:56:51","00 Северо-Западное региональное техническое представительство",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,33.95
2025-01-31 13:56:00.000,ЗАВОД СПЕЦПЛАСТИНА АО,Договор №АТП-П 399/22 от 29.12.22г.,"Реализация (акт, накладная, УПД) 00БП-000058 от 31.01.2025 13:56:51","00 Северо-Западное региональное техническое представительство",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,7952.47
2025-01-31 13:56:00.000,ЗАВОД СПЕЦПЛАСТИНА АО,Договор №АТП-П 399/22 от 29.12.22г.,"Реализация (акт, накладная, УПД) 00БП-000058 от 31.01.2025 13:56:51","00 Северо-Западное региональное техническое представительство",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,21344.4
